name,within,within1,lat,long
Johnstown,Duncormick,Duncormick,52.2364284857,-6.6753998992
Gortins,Duncormick,Duncormick,52.2482971403,-6.6565617569
Bushtown,Macosquin,Somerset,55.1020406333,-6.6827691329
Boherboy,Dunlavin,Dunlavin,53.0497204507,-6.6831552837
Aughermon,Taghmon,Ballymitty,52.2861430112,-6.6759253495
Aclare House Demesne,Drumcondra,Drumcondra,53.8351354965,-6.6518767509
Ballynameen,Desertoghill,Garvagh,54.9737639526,-6.6821649556
Ballygallin,Ballyaghran,Portstewart,55.1586975527,-6.6854831959
Roselick More,Ballyaghran,Portstewart,55.1804717404,-6.6830013542
Waterstown,Rathvilly,Rathvilly,52.8916032237,-6.6844824877
Drumakill,Muckno,Church Hill,54.122439549,-6.6836590763
Beak,Kilmore,Kilmore,52.1804678768,-6.5828663349
Gortamney,Kilcronaghan,Tobermore,54.8012673191,-6.679971766
Mullaghmeen,Killanny,Loughfea,53.9538457827,-6.6859947835
Templereagh,Donaghenry,Stewartstown,54.599863494,-6.6836243608
Kilnacranfy,Donaghmoyne,Kilmurry,54.0386485265,-6.6685059401
Moorhill,Gilltown,Gilltown,53.1141462447,-6.6778338078
Millicent Demesne,Clane,Clane,53.2702707401,-6.6809204237
Ballycrummy,Armagh (Armagh portion),Armagh Rural,54.3453460577,-6.6832759949
Julianstown (E.D. Castletown),Castletown,Castletown,53.8080525929,-6.682245928
Lecumpher,Desertmartin,Brackagh Slieve Gallion,54.7484917257,-6.674934113
Padinstown,Balfeaghan,Rodanstown,53.4294080287,-6.6784329802
Ballyclough,Aghadowey,Drumcroon,55.0564695648,-6.6802650252
Raheenakit,Aghowle,Shillelagh,52.7509372753,-6.5777185222
Drumagelvin,Muckno,Church Hill,54.1406010721,-6.6821205716
Annamarran,Killanny,Drumboory,53.9368370245,-6.6594818749
Drumcoote,Armagh (Armagh portion),Armagh Rural,54.3505361667,-6.684523545
Curtistown Upper,Kilmessan,Kilmessan,53.5521845472,-6.6803632586
Ballyards,Lisnadil (Armagh portion),Ballyards,54.3095314338,-6.6809712342
Tankardstown,Clonalvy,Stamullin,53.5860633294,-6.3494873716
Oldtown,Killashee,Carnalway,53.1823071962,-6.6805383424
Coolcull Big,Taghmon,Taghmon,52.3092933932,-6.6803622564
Lisbanoe,Lisnadil (Armagh portion),Ballyards,54.3203315398,-6.6847509715
Tullanacrunat North,Donaghmoyne,Broomfield,54.0729528326,-6.6848429715
Urbalreagh,Donaghenry,Stewartstown,54.5948959617,-6.684838892
Drumgoose,Donaghmoyne,Broomfield,54.0873388265,-6.6788919291
Drumgill Upper,Drumcondra,Drumcondra,53.8580705586,-6.6825834434
Mountneill,Rathvilly,Rathvilly,52.9015817133,-6.6811865736
Batterstown,Donaghmore,Navan Rural,53.6723331087,-6.6773231971
Killark,Magheracloone,Drumboory,53.9237701031,-6.6831672566
Clarkstown,Kilmore,Kilmore,53.4615339421,-6.67336576
Drumacrow,Aghadowey,Aghadowney,55.0228438684,-6.6827833896
Knockbine,Ambrosetown,Harperstown,52.2680658848,-6.6819561205
Mullan,Aghadowey,Aghadowney,55.0383379937,-6.6805206755
Druminshin,Loughbrackan,Drumcondra,53.8440726088,-6.6803919998
Courtown Great,Kilcock,Kilcock,53.3873528895,-6.6828916701
Farranderry,Ardsallagh,Navan Rural,53.6107926156,-6.6869155756
Cordrummans Lower,Donaghmoyne,Donaghmoyne,54.0094920194,-6.6849955453
Corryagan,Donaghmoyne,Kilmurry,54.0312718572,-6.6842173135
Drumgart,Clonfeacle (Tyrone portion),Moy,54.4555363561,-6.6847334582
Moneysharvan,Killelagh,Swatragh,54.8878598692,-6.6708782659
Tyross,Armagh (Armagh portion),Armagh Rural,54.3539295808,-6.6863994539
Ballybattle or Balreask New,Navan,Navan Rural,53.6286752127,-6.674998257
Swatragh,Killelagh,Swatragh,54.9141528163,-6.668878063
Skeaterpark,Kilmannan,Newcastle,52.2913825487,-6.5747427612
Craigtown Beg,Ballyaghran,Portstewart,55.1894742801,-6.6843894769
Drumask,Clonfeacle (Armagh portion),Charlemont,54.4204328736,-6.6838205669
Knockroe,Rathvilly,Rathvilly,52.8773683497,-6.6822295069
Longfield,Muckno,Church Hill,54.1026557328,-6.673627566
Kennedies,Lisnadil (Armagh portion),Ballyards,54.3334757404,-6.6823598782
Forristeen,Dunlavin,Dunlavin,53.0590741884,-6.6802621719
Killymurphy,Donaghenry,Stewartstown,54.5909309327,-6.6797608462
Bushfield,Donaghmore,Imael North,52.9864069899,-6.5664653313
Cordrummans Middle,Donaghmoyne,Donaghmoyne,54.0128824346,-6.6827889705
Craigmore,Maghera,Maghera,54.856710704,-6.6781124158
Greatwood,Clonkeen,Clonkeen,53.9025513168,-6.6790615367
Corcrin,Magheross,Ballymackney,53.9793546652,-6.6798661085
Crossgare,Macosquin,Drumcroon,55.0773824134,-6.6820017934
Coolcair,Donaghmoyne,Kilmurry,54.0345642347,-6.6796306314
Carrigeen,Clane,Clane,53.2814068634,-6.6838617875
Moat Commons,Clane,Clane,53.2862096993,-6.68627355
Piercetown,Balfeaghan,Rodanstown,53.4343617391,-6.6719886923
Newstone,Drumcondra,Drumcondra,53.8663947201,-6.6715810656
Ballymorgan,Ballycarney,Tombrack,52.6129642652,-6.5624815641
Kildavin,Barragh,Clonegall,52.6772497568,-6.6803558374
Clonmullen,Barragh,Cranemore,52.646779119,-6.6764493582
Scottstown,Rathkenny,Rathkenny,53.7204379182,-6.6570036096
Dundrockan,Donaghmoyne,Donaghmoyne,54.0042819044,-6.6798417092
Knockreagh Lower,Donaghmoyne,Broomfield,54.0652131527,-6.6785991713
Kilcarty,Kilmessan,Kilmessan,53.5436984112,-6.6692317766
Fairfield,Rathaspick,Rathaspick,52.3040465991,-6.4883458881
Tirgarve,Grange (Armagh portion),Grange,54.3930584945,-6.6773950094
Kennastown,Ardsallagh,Navan Rural,53.6196571775,-6.6761085632
Longtown,Kilclone,Kilmore,53.4276336456,-6.6383760857
Kilcock,Kilcock,Kilcock,53.3990520893,-6.6741782333
Rath,Liscolman,Rath,52.7937653981,-6.6717924354
Killashee,Killashee,Killashee,53.1890473611,-6.6703032511
Loughmogue Upper,Dunlavin,Dunlavin,53.0345087941,-6.6785249334
Kurin,Desertoghill,Garvagh,54.9661219018,-6.6722312204
Aghanore,Grange (Armagh portion),Grange,54.3658292545,-6.6790873996
Bogbane,Killyman,Drumaspil,54.4832077828,-6.6775716024
Commons South,Kilcock,Kilcock,53.393666642,-6.6804798591
Borough of Charlemont,Loughgall (Armagh portion),Charlemont,54.4459547834,-6.6767971274
Gibletstown,Ambrosetown,Harristown,52.2525910606,-6.6798343456
Shanliss Lower,Clonoe,Meenagh,54.5547662554,-6.6798725771
Breslanstown,Drumcondra,Drumcondra,53.8859195577,-6.6712408174
Maxboley,Ambrosetown,Harristown,52.2590307885,-6.6789466015
Ballybrittas,Kilcowanmore,Bree,52.434129076,-6.6356425161
Stranagard,Desertmartin,Desertmartin,54.7699267253,-6.6794692001
Drumard Glebe,Killyman,Drumaspil,54.4889426524,-6.6818126951
Lislee,Donaghenry,Tullaghoge,54.6047766886,-6.6814126269
Monaltybane,Killanny,Ballymackney,53.9615015559,-6.6800552741
Shanliss Upper,Clonoe,Meenagh,54.560046752,-6.6784523001
Cloonerane,Taghmon,Taghmon,52.3270140413,-6.6729200418
North Bellemont,Ballyaghran,Portstewart,55.1723514197,-6.6786658035
Cromoge,"Saint Mary's, Newtownbarry",St. Mary's,52.6112370508,-6.6722562659
Ballsbridge,Donnybrook,Pembroke East ED 1901,53.3305983333,-6.228598027
Knockeen,Liscolman,Rath,52.8098390448,-6.6623592814
Knockreagh Upper,Donaghmoyne,Kilmurry,54.0597296495,-6.6787745788
Clonsast,Kilcock,Kilcock,53.3788260152,-6.6748656364
Common Moss,Donaghenry,Stewartstown,54.5719463552,-6.6832270119
Bola Beg,Templeshanbo,Ballindaggan,52.5869020543,-6.6728217409
Dian,Donaghmoyne,Kilmurry,54.0422338782,-6.6796053035
Somerset,Macosquin,Somerset,55.1140220743,-6.6762777048
Clonyburn,"Saint Mary's, Newtownbarry",St. Mary's,52.6203701367,-6.67318556
Tullymore,Armagh (Armagh portion),Armagh Rural,54.3414355516,-6.6790884018
Cordrummans Upper,Donaghmoyne,Donaghmoyne,54.0158010617,-6.6792018298
Knockstown,Kilmore,Kilmore,53.4690198532,-6.6754375586
Kyle Lower,Kilpatrick,Kilpatrick,52.393863518,-6.5419405488
Castletown Kilberry,Kilberry,Donaghpatrick,53.699592381,-6.675308614
Boyds Farm,Donaghenry,Stewartstown,54.5754326184,-6.6807598415
Tassagh,Keady,Crossmore,54.273647595,-6.6734929393
Dooey Beg,Ballyaghran,Portstewart,55.1559586705,-6.6824979276
Kilmessan,Kilmessan,Kilmessan,53.5607883487,-6.6653359281
Drumhorrik,Killyman,Drumaspil,54.504664885,-6.6777157402
Monaughrim,Moyacomb,Clonegall,52.7208025344,-6.6705531037
True,Killyman,Drumaspil,54.4767508211,-6.67710402
Killyvally,Desertoghill,Garvagh,54.978503223,-6.6673880935
Killylyn,Grange (Armagh portion),Grange,54.3843711472,-6.6803174271
Craigtown More,Ballyaghran,Portstewart,55.1879541223,-6.6772299908
Winetavern,Rathbran,Stratford,52.9975682746,-6.6738774924
Mulmontry,Taghmon,Taghmon,52.3357001671,-6.6738807734
Boolygreen,"Saint Mary's, Newtownbarry",St. Mary's,52.6337197777,-6.6832551623
Lurganboys,Donaghmoyne,Donaghmoyne,54.0227410805,-6.6771481645
Swordlestown North,Kill,Killashee,53.1815567278,-6.6465554824
Crevolea,Aghadowey,Aghadowney,55.0439368924,-6.674058725
Tipper East,Tipper,Rathmore,53.2147692568,-6.6169856102
Ballynagalliagh,Lisnadil (Lower Fews portion),Ballyards,54.2974053333,-6.6736656103
Roselick Beg,Ballyaghran,Portstewart,55.1753983044,-6.679298662
Clonfert North,Balraheen,Balraheen,53.3693515302,-6.6714893459
Balsitric,Loughbrackan,Drumcondra,53.8205710898,-6.6727135799
Tullyraw,Artrea (Tyrone portion),Coagh,54.6312358597,-6.6777642593
Corr,Killyman,Drumaspil,54.5186204899,-6.6696266897
Capdoo Commons,Clane,Clane,53.2965492604,-6.6784630786
Tullycanna,Ambrosetown,Harperstown,52.2756418824,-6.6746867078
Poulpeasty,Whitechurchglynn,Whitechurch,52.360620876,-6.6744175741
Ballyeden,Rossdroit,The Leap,52.4497477109,-6.6703789213
Twenty Acres,Desertoghill,Garvagh,54.9872880439,-6.6794126806
Inshaleen,Errigal,Garvagh,54.9974745992,-6.6710654162
Orchard,Moyacomb,Ballintemple,52.7326448908,-6.6501025253
Annacroff,Killanny,Ballymackney,53.9698104888,-6.6730340841
Donard Upper,Donard,Donard,53.0187311259,-6.6072995992
Clonmore,Clonfeacle (Tyrone portion),Moy,54.4534688538,-6.676194039
Glebe,Killelagh,Tullykeeran,54.8811807598,-6.6751144433
Coolraheen,Taghmon,Ballymitty,52.2980074763,-6.6749492748
Tullanacrunat South,Donaghmoyne,Broomfield,54.070349501,-6.6784588974
Abbeyland,Clane,Clane,53.2899885045,-6.6775254957
Rossdreen,Donaghmoyne,Donaghmoyne,53.9889381818,-6.6735116725
Mullantain,Donaghenry,Stewartstown,54.5705699136,-6.6771410346
Ballinacrow Lower,Rathbran,Tuckmill,52.9676128751,-6.6712953032
Shepherdshill,Freynestown,Rathsallagh,53.0093771758,-6.6752237646
Aghadowey,Aghadowey,Aghadowney,55.0279637994,-6.6699910327
Mitchelstown,Mitchelstown,Killary,53.794330887,-6.673233201
Lurgyvallen,Armagh (Armagh portion),Armagh Rural,54.3569633455,-6.6761295223
Coolateggart,Taghmon,Taghmon,52.3201210318,-6.6735394238
Larrycormick,Desertlyn,Moneymore,54.7112300715,-6.6729311337
Dungeer,Whitechurchglynn,Whitechurch,52.3468805662,-6.6752465234
Rath East,Liscolman,Rath,52.8006836613,-6.6670329203
Carbalintober,Desertoghill,The Grove,54.9512430231,-6.6763016006
Mullagh,Termoneeny,Maghera,54.832755184,-6.6663904934
Fannystown,Duncormick,Duncormick,52.2446152822,-6.6772159482
Ballyreagh,Ballywillin,Ballylagan,55.1948367234,-6.6738453563
Drumaconvern,Donaghmoyne,Kilmurry,54.0469394021,-6.6756384736
Derrypatrick,Derrypatrick,Kilmessan,53.507919757,-6.6611389696
Rochestown,Gilltown,Carnalway,53.1239169915,-6.6784833121
Tamnylennan,Donaghenry,Stewartstown,54.5837056481,-6.6775801712
Mullylusty,Magheracloone,Drumboory,53.9168333327,-6.6735283087
Castlehaystown,Whitechurchglynn,Whitechurch,52.3725698066,-6.6730640725
Ricetown,Mitchelstown,Killary,53.7801361185,-6.6725213308
Paradise,Ishartmon,Tomhaggard,52.2148461809,-6.4540488876
Derrymeen,Killyman,Drumaspil,54.5113894858,-6.6743490303
Carrickduff,Barragh,Cranemore,52.6587805266,-6.668028015
Drumcrow,Killyman,Drumaspil,54.5026045975,-6.6687078372
Knocknaneen,Muckno,Mullyash,54.1874663353,-6.6710649676
Clontail,Mitchelstown,Killary,53.8073050971,-6.6707014111
Carnglass Beg,Ballyrashane,Beardiville,55.1485869515,-6.5660997475
Gorteen,Templeshanbo,St. Mary's,52.6019546336,-6.6617890858
Raheen Old,Balraheen,Balraheen,53.3398225193,-6.6720686896
Mullyash,Muckno,Mullyash,54.1717369265,-6.674899982
Dranagh,Rossdroit,The Leap,52.4929369116,-6.670729665
Blackhall,Bodenstown,Bodenstown,53.2797781721,-6.6705714775
Dernagh,Clonoe,Meenagh,54.5437142615,-6.6758659539
Boarmona,Templeshanbo,Ballindaggan,52.550476724,-6.6759172367
Drumsil,Grange (Armagh portion),Grange,54.3731355198,-6.6761448713
Englishtown,Macosquin,Somerset,55.0824954786,-6.6729678642
Drumsamney,Kilcronaghan,Tobermore,54.7916514793,-6.6726729391
Moy,Muckno,Church Hill,54.1362207819,-6.6730401512
Killykergan,Aghadowey,Aghadowney,55.0094570383,-6.6739803386
Annaghmore,Clonoe,Meenagh,54.5282094341,-6.6670714876
Mullaghboy,Carnalway,Carnalway,53.1309762971,-6.6727762512
Ballynahone Beg,Lisnadil (Armagh portion),Ballyards,54.329048001,-6.6731677994
South Bellemont,Ballyaghran,Portstewart,55.1677950827,-6.6763304215
Rathcoffey North,Balraheen,Balraheen,53.3372096178,-6.671412046
Cradockstown East,Tipper,Naas Rural,53.1986101854,-6.6270019569
Newtownrathganley,Kilmore,Kilmore,53.4450250865,-6.6690334993
Kishaboy,Loughgall (Armagh portion),Charlemont,54.441146234,-6.6794371685
Carricktroddan,Grange (Armagh portion),Armagh Rural,54.3500073669,-6.6799819045
Kiltale,Kiltale,Kilmessan,53.5295828282,-6.6586768641
Largantogher,Maghera,Maghera,54.8391545017,-6.6738951415
Curraghgraigue,Templeshanbo,Ballindaggan,52.5432320401,-6.6655334934
Castlesize,Bodenstown,Bodenstown,53.2609092559,-6.6734804148
Derrygonigan,Artrea (Tyrone portion),Coagh,54.6378169892,-6.6731904609
Mullacash South,Killashee,Carnalway,53.1638777595,-6.6732610323
Kiltinny Beg,Ballyaghran,Portstewart,55.1603629133,-6.6767216324
Dromore,Muckno,Church Hill,54.1145283778,-6.6709437792
North Ballylagan,Ballywillin,Ballylagan,55.1721784677,-6.6273596004
Loughbrackan,Loughbrackan,Drumcondra,53.8324520304,-6.6677593534
Sallybrook,Drumcondra,Drumcondra,53.8546994834,-6.6749579472
Crossnarea,Desertlyn,Moneymore,54.6849522215,-6.6746917893
Glenleary,Macosquin,Somerset,55.0895312556,-6.66147312
Ballyknockan,Kiltegan,Ballinguile,52.9438735016,-6.5295961288
Clonfert South,Balraheen,Balraheen,53.3614348559,-6.6720174316
Rathcoon,Kilberry,Donaghpatrick,53.7081303019,-6.663397692
Mullacash Middle,Killashee,Carnalway,53.1715457118,-6.6696774125
Mooneystown,Drumcondra,Drumcondra,53.8557159383,-6.6171803485
Bellary,Duncormick,Duncormick,52.225031435,-6.6754302153
Ballylintagh,Macosquin,Drumcroon,55.0699000445,-6.6745337899
Friarhill,Tober,Tober,53.0619880951,-6.6682212174
Cratley,Ballyclog,Ballyclog,54.6090998505,-6.6744506784
Kilmurry Upper,Baltinglass,Talbotstown,52.9115450607,-6.6694801136
Blackcastle,Donaghmore,Navan Rural,53.6648874986,-6.6748489291
Ballylintagh,Aghadowey,Drumcroon,55.0655158033,-6.6702891674
Bawnoge,Tipperkevin,Killashee,53.1758611893,-6.622975771
Kilmaconnell,Macosquin,Somerset,55.099009358,-6.6721216542
Kilmore,Clonfeacle (Armagh portion),Charlemont,54.4087381161,-6.6720028184
Ballymacpherson,Desertmartin,Desertmartin,54.7589323463,-6.6692088251
Naas West,Naas,Naas Urban,53.2155368127,-6.6692268201
Mullans,Freynestown,Rathsallagh,53.0272364569,-6.6778086555
Keenaghan,Loughgall (Armagh portion),Charlemont,54.433246123,-6.6726690499
Kilcarry,Moyacomb,Clonegall,52.6990886463,-6.6669177289
Oldtown,Killteel,Kilteel,53.2289140166,-6.5239345731
Money Lower,Aghowle,Money,52.7737139002,-6.6579490484
Tullyrahan,Muckno,Church Hill,54.1245055154,-6.6697554384
Uppertown,Dunlavin,Dunlavin,53.0480406346,-6.6704742134
Rahans,Donaghmoyne,Donaghmoyne,53.9958087947,-6.6691708309
Toberbeg,Dunlavin,Dunlavin,53.0403302195,-6.6690298935
Ballywholan,Ballyclog,Ballyclog,54.5928905802,-6.6675103599
Drumderry,Moyacomb,Moyacomb,52.6718259497,-6.6655045797
Knockboy,Rathvilly,Rathvilly,52.8908243014,-6.6607743515
Ladystown,Baltinglass,Rathvilly,52.8957082205,-6.6735679074
Gortanewry,Desertmartin,Brackagh Slieve Gallion,54.7310763379,-6.6711757303
Chamberstown,Rathkenny,Rathkenny,53.7321017393,-6.664606513
Drumacrib,Muckno,Mullyash,54.1463334027,-6.670005532
Gortatray Bog,Donaghenry,Stewartstown,54.566979609,-6.677762935
Legarhill,Armagh (Armagh portion),Armagh Rural,54.3480126102,-6.6738979386
Halseyrath,Ambrosetown,Harristown,52.2606464037,-6.6716347935
Knockevagh,Rathvilly,Rathvilly,52.8808519303,-6.6610293484
Knocknagin,Desertmartin,Desertmartin,54.7705001927,-6.6700481129
Carrowreagh,Desertoghill,Garvagh,54.9871657184,-6.6729035538
Aghalarg Bog,Donaghenry,Stewartstown,54.5649350574,-6.6777516079
Moneymore,Desertlyn,Moneymore,54.6975787519,-6.6685139682
Kilkiffin,Drumcondra,Drumcondra,53.8493907865,-6.6685535287
Lisnamoyle Etra,Donaghmoyne,Kilmurry,54.032103899,-6.6702520667
Dunanny,Donaghmoyne,Donaghmoyne,54.0071119048,-6.6723608547
Monbeg,Templeshanbo,Ballindaggan,52.5596567996,-6.6670232404
Kinallyduff,Killanny,Ballymackney,53.9766669403,-6.668330708
Kilcullen,Templeshanbo,Ballindaggan,52.5810980541,-6.660976957
Courtown Little,Kilcock,Kilcock,53.3880177413,-6.6719239194
Dromore,Desertmartin,Desertmartin,54.783674025,-6.6662476066
Drumever,Killanny,Ballymackney,53.9590260355,-6.6686754848
Tamnymullan,Maghera,Maghera,54.8555719619,-6.6675370316
Mullacash North,Killashee,Carnalway,53.180325313,-6.668902201
Lisboy,Artrea (Tyrone portion),Coagh,54.6171734594,-6.6710265377
Rathcoffey South,Balraheen,Balraheen,53.3266973525,-6.6698698484
Ballinter,Assey,Tara,53.5978202431,-6.6572133488
Aghnadamph,Muckno,Mullyash,54.157129203,-6.6670439546
Crowmartin,Clonkeen,Clonkeen,53.8982088498,-6.6653689142
Unicks,Donaghenry,Stewartstown,54.5644277991,-6.6733451102
Richardstown,Mainham,Balraheen,53.311301699,-6.665127638
Derrypatrick Grange,Derrypatrick,Kilmessan,53.5182148776,-6.661381771
Coolinarig Lower,Baltinglass,Eadestown,52.9514718581,-6.6615280567
Gortatray,Donaghenry,Stewartstown,54.5720836551,-6.6686820864
Dunsinane,Templescobin,The Leap,52.4980361244,-6.6214778498
Ambrosetown,Ambrosetown,Duncormick,52.2496988672,-6.6669887912
Weneytown,Duncormick,Duncormick,52.2319135611,-6.6726604279
Batterjohn,Kiltale,Kilmessan,53.5258288762,-6.6690275931
Tomfarney Upper,Kilcowanmore,Ballyhoge,52.4083275381,-6.6701216594
Capdoo,Clane,Clane,53.2971619762,-6.6699042318
Knocknalour,Kilrush,Kilrush,52.6788032089,-6.5489328643
Gaganstown,Ballymore Eustace,Gilltown,53.1249479225,-6.662868061
Castle Farm,Donaghenry,Stewartstown,54.5806017578,-6.666129661
Cohannan,Killyman,Drumaspil,54.4945637834,-6.6663442714
Leeg,Killanny,Drumboory,53.9294565957,-6.6620815463
Laragh,Kilcock,Kilcock,53.3771446205,-6.6650477326
Woodfield,Baltinglass,Talbotstown,52.9309363856,-6.6669479621
Corragarry,Donaghmoyne,Broomfield,54.0853597649,-6.6654508404
Brewershill,Dunlavin,Dunlavin,53.0526080292,-6.665036312
Mullanavannog,Donaghmoyne,Donaghmoyne,54.0239939593,-6.6699121991
Allistragh,Grange (Armagh portion),Grange,54.3829721312,-6.6720108418
Ballynahone More,Termoneeny,Tobermore,54.8110965235,-6.653607914
Knockbawn,Freynestown,Rathsallagh,53.0094757877,-6.6666295173
Ballyprecas,"Saint Mary's, Newtownbarry",Newtownbarry,52.633962167,-6.6589564805
Raheen,Balraheen,Balraheen,53.3427197573,-6.6654192913
Rathcoffey Demesne,Balraheen,Balraheen,53.330522995,-6.6637067841
Dromore,Macosquin,Drumcroon,55.0748537909,-6.6637998379
Tullyweery,Artrea (Tyrone portion),Coagh,54.631744741,-6.6699625679
Umgola,Armagh (Armagh portion),Armagh Rural,54.3401761737,-6.6713279425
Tullyclay,Liscolman,Killinure,52.7843056329,-6.666872687
Grillagh,Maghera,Maghera,54.8702771514,-6.6659369772
Commons,Duncormick,Killag,52.2334608294,-6.6443093681
Balleer,Lisnadil (Lower Fews portion),Ballyards,54.2830394719,-6.6655513978
Leany,Moyacomb,Ballintemple,52.7570526166,-6.6602519715
Mountkelly,Rathvilly,Rathvilly,52.9019236338,-6.6604871623
Williamstown,Rathvilly,Williamstown,52.8634197333,-6.6525677051
Drumturk,Killanny,Drumboory,53.946107671,-6.6672662593
Craigavole,Desertoghill,The Grove,54.9312310151,-6.6655449919
Loughmogue Lower,Dunlavin,Dunlavin,53.0271545909,-6.6672370228
Boolabaun,Rossdroit,The Leap,52.4678457349,-6.6591996025
Claggan,Artrea (Tyrone portion),Coagh,54.6275708824,-6.6668198912
Feegavla,Donaghmoyne,Donaghmoyne,54.0134317088,-6.6653714465
Crosscanley Glebe,Aghadowey,Drumcroon,55.0575740258,-6.6681562078
Ballinderry,Kilcronaghan,Tobermore,54.7956660213,-6.6585339913
Moneyhaw,Lissan (Derry portion),Moneyhaw,54.676377881,-6.6671427369
Barreen,Balraheen,Balraheen,53.3506648784,-6.6653611889
Bellemont More,Ballyaghran,Portstewart,55.1708216884,-6.6710056592
Ennislare,Lisnadil (Lower Fews portion),Ballyards,54.3128909492,-6.6628808262
Drumsillagh,Drumcondra,Drumcondra,53.8439856733,-6.6679720004
Island Vardin,Ballyaghran,Portstewart,55.1650896414,-6.6687231111
Drumcarn,Grange (Armagh portion),Grange,54.3676656514,-6.6638484479
Ardkirk,Donaghmoyne,Broomfield,54.0672486838,-6.6682740258
Moneypatrick,Lisnadil (Armagh portion),Ballyards,54.3194518764,-6.6700364549
Boley,Baltinglass,Eadestown,52.9410199751,-6.6644139104
Milburn,Coleraine,Coleraine,55.1413979635,-6.667928719
Dundooan,Ballyaghran,Ballylagan,55.1625917165,-6.6672025422
Balgeeth,Assey,Tara,53.5837378699,-6.6636237672
Sandhills,Tober,Tober,53.0747252122,-6.6627311176
Coleraine,Coleraine,Coleraine,55.1297506243,-6.6644462268
Maddybenny More,Ballyaghran,Portstewart,55.1768166303,-6.6688194356
Maddybenny Beg,Ballyaghran,Portstewart,55.1817738924,-6.6676563028
Tomfarney Lower,Kilcowanmore,Ballyhoge,52.4177794693,-6.6649257442
Tullyhurken,Artrea (Tyrone portion),Coagh,54.6234137108,-6.669306148
Liscolman,Liscolman,Rath,52.8233854418,-6.6564210673
Keeneraboy,Donaghmoyne,Kilmurry,54.0577340853,-6.6668864066
Anny,Donaghmoyne,Kilmurry,54.0463258304,-6.6659363693
Dundrum,Keady,Keady,54.2548221172,-6.6632039303
Monglass,Monart,Killoughrum,52.5128633607,-6.6616893257
Curr,Desertmartin,Desertmartin,54.7614964446,-6.6635919265
Lisneight,Donaghenry,Stewartstown,54.5854870322,-6.66811566
Aughagalla,Clonoe,Meenagh,54.5543372881,-6.6659645959
Moneymore,Artrea,Moneymore,54.6918903632,-6.6612622046
Leck,Ballyclog,Ballyclog,54.6085749884,-6.666246481
Gurlins,Duncormick,Duncormick,52.2421663724,-6.6586546242
Ballybrennan,Kilcowanmore,Bree,52.4298649182,-6.6551515305
Curglassan,Ballyclog,Ballyclog,54.6008953709,-6.6615026716
Taghmon,Taghmon,Taghmon,52.319143849,-6.6603512595
Carnalridge,Ballywillin,Ballylagan,55.1862109493,-6.6659841461
Ardsallagh,Ardsallagh,Navan Rural,53.6143283206,-6.6576179473
Finvoy,Drumcar,Drumcar,53.8551800444,-6.3465946819
Magheramulkenny,Clonoe,Meenagh,54.5450902708,-6.6639723127
Moneyhaw,Arboe (Derry portion),Moneyhaw,54.666559862,-6.662019235
Rathmore,Bodenstown,Bodenstown,53.2929378272,-6.6604013965
Kinallybane,Killanny,Ballymackney,53.9807978209,-6.6623962824
Boleybeg,Ballymore Eustace,Gilltown,53.109334151,-6.659182857
Lagan,Clonkeen,Clonkeen,53.9088062443,-6.6645496381
Farmacaffly,Lisnadil (Armagh portion),Ballyards,54.3234855957,-6.6621867936
Weatherstown,Kilmore,Kilmore,53.4842822846,-6.6648428858
Ballymenagh,Desertoghill,The Grove,54.9563505578,-6.6653354422
Corballis,Rathkenny,Rathkenny,53.7149156306,-6.6642002527
Ballybritain,Aghadowey,Aghadowney,55.0417945932,-6.6633963443
Naas East,Naas,Naas Urban,53.2139973065,-6.6574914864
Coghlanstown West,Ballymore Eustace,Carnalway,53.1419094937,-6.6532736965
Ballynatone,Rathbran,Stratford,52.9894044558,-6.6655514197
Moneymore,Maghera,Maghera,54.8448524144,-6.6626955909
Aghinlig,Loughgall (Armagh portion),Charlemont,54.427842207,-6.6631246924
Sallins,Bodenstown,Bodenstown,53.2523168337,-6.6622977183
Oldtown Demesne,Naas,Naas Urban,53.2304928505,-6.6650975777
Dundooan,Coleraine,Ballylagan,55.1605512464,-6.6540996898
Tavanaskea,Muckno,Mullyash,54.1751369194,-6.6613520014
Donaghmore,Donaghmore,Navan Rural,53.6762482386,-6.6601312126
Ballykilmurry Upper,Kiltegan,Rathdangan,52.897642544,-6.548403183
Galbally,Ballyhoge,Ballyhoge,52.4033449484,-6.6484053611
Canary,Clonfeacle (Tyrone portion),Tullyroan,54.4494706512,-6.6603507657
Branganstown,Kilcock,Kilcock,53.3914093788,-6.6599476288
Surgalstown North,Killossery,Kilsallaghan,53.470905772,-6.2978734822
Aughagranna,Clonoe,Meenagh,54.5622480107,-6.6637482756
Wards of Tober,Tober,Tober,53.0823782216,-6.6626465987
Rathnure,Rossdroit,The Leap,52.4857151596,-6.6576506898
Tullyelmer,Armagh (Armagh portion),Armagh Rural,54.3619062256,-6.6675259818
Balrath,Drumcondra,Drumcondra,53.8788141811,-6.6547892686
Lisdonwilly,Grange (Armagh portion),Grange,54.3764604523,-6.6649000397
Ballynagale,Taghmon,Taghmon,52.302205613,-6.6617569859
Drumacon,Muckno,Church Hill,54.1031645849,-6.6572614143
Drummullan,Arboe (Derry portion),Springhill,54.6486467077,-6.6589806028
